Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2017-08-27 20:00:00,341.47,348.13,337.12,348.13,571.72404,2017-08-27 23:59:59.999000 ,194305.2859764,578.0,82.50888,28131.2515629,0.0
2017-08-28 00:00:00,348.11,351.0,343.44,343.44,740.63428,2017-08-28 03:59:59.999000 ,256788.4196689,798.0,302.95491,105299.2580212,0.0
2017-08-28 04:00:00,343.43,343.69,331.95,338.77,1139.94898,2017-08-28 07:59:59.999000 ,385140.9572799,1142.0,166.38684,56276.1291365,0.0
2017-08-28 08:00:00,340.89,342.86,336.54,341.9,636.04761,2017-08-28 11:59:59.999000 ,215944.2580237,646.0,134.98637,46000.5920161,0.0
2017-08-28 12:00:00,339.62,347.41,339.34,341.83,587.29518,2017-08-28 15:59:59.999000 ,201555.7201468,729.0,154.4215,53171.7864744,0.0
2017-08-28 16:00:00,341.83,347.42,340.49,344.3,759.06227,2017-08-28 19:59:59.999000 ,260744.5897698,743.0,226.86959,78170.1859912,0.0
2017-08-28 20:00:00,342.54,348.5,342.16,346.0,416.19338,2017-08-28 23:59:59.999000 ,143584.224215,468.0,128.64358,44556.0372709,0.0
2017-08-29 00:00:00,347.0,353.23,346.0,350.03,276.84576,2017-08-29 03:59:59.999000 ,96919.4161415,427.0,138.78391,48662.1039417,0.0
2017-08-29 04:00:00,351.19,360.79,350.02,354.18,381.6272,2017-08-29 07:59:59.999000 ,136061.1443351,460.0,193.75138,69262.2200616,0.0
2017-08-29 08:00:00,354.17,367.13,354.01,356.75,463.44028,2017-08-29 11:59:59.999000 ,167344.6792144,588.0,124.88211,45222.5021624,0.0
2017-08-29 12:00:00,358.1,367.4,358.1,364.57,737.9557,2017-08-29 15:59:59.999000 ,268017.1845437,671.0,195.88041,71294.5705205,0.0
2017-08-29 16:00:00,365.74,373.66,362.79,367.44,694.84255,2017-08-29 19:59:59.999000 ,256043.2519507,629.0,147.18369,54494.224822,0.0
2017-08-29 20:00:00,367.44,377.6,367.36,374.7,477.42276,2017-08-29 23:59:59.999000 ,177683.9443955,490.0,122.68634,45833.1889611,0.0
2017-08-30 00:00:00,374.7,377.8,367.37,373.0,344.29846,2017-08-30 03:59:59.999000 ,128183.3304733,577.0,130.46594,48532.943743,0.0
2017-08-30 04:00:00,373.0,393.71,372.92,378.14,452.43879,2017-08-30 07:59:59.999000 ,173898.6896342,464.0,155.05994,59987.6901994,0.0
2017-08-30 08:00:00,378.16,384.33,362.05,375.9,1349.92146,2017-08-30 11:59:59.999000 ,499901.7837801,1317.0,320.61629,119299.445033,0.0
2017-08-30 12:00:00,373.01,385.33,370.49,379.38,1027.5116,2017-08-30 15:59:59.999000 ,388806.5153587,1153.0,252.01816,95637.399892,0.0
2017-08-30 16:00:00,379.38,389.8,378.72,383.38,678.10192,2017-08-30 19:59:59.999000 ,260552.8162492,669.0,209.0654,80547.6373256,0.0
2017-08-30 20:00:00,385.34,387.29,380.74,385.93,594.32385,2017-08-30 23:59:59.999000 ,228183.077016,632.0,218.15226,83832.6285647,0.0
2017-08-31 00:00:00,384.64,384.64,377.78,383.51,676.3998,2017-08-31 03:59:59.999000 ,258312.2502967,816.0,267.20206,102055.3251506,0.0
2017-08-31 04:00:00,383.66,385.94,379.21,383.14,482.67689,2017-08-31 07:59:59.999000 ,184822.1479978,462.0,169.12332,64867.3051311,0.0
2017-08-31 08:00:00,381.89,387.42,378.85,387.42,788.3641,2017-08-31 11:59:59.999000 ,301074.6978101,712.0,271.80475,104047.3441293,0.0
2017-08-31 12:00:00,385.82,389.36,383.48,383.76,905.28394,2017-08-31 15:59:59.999000 ,350078.6385362,1000.0,320.88738,124184.3903565,0.0
2017-08-31 16:00:00,384.38,387.39,383.13,384.45,878.88372,2017-08-31 19:59:59.999000 ,338377.8220518,857.0,186.15159,71778.8106189,0.0
2017-08-31 20:00:00,385.1,388.25,383.19,384.79,704.2601,2017-08-31 23:59:59.999000 ,271775.837574,727.0,217.02471,83875.4354976,0.0
2017-09-01 00:00:00,386.44,394.39,384.79,390.86,752.09698,2017-09-01 03:59:59.999000 ,293527.7257306,756.0,201.11884,78571.1747888,0.0
2017-09-01 04:00:00,392.65,394.27,383.18,388.4,754.44472,2017-09-01 07:59:59.999000 ,292784.9902432,611.0,341.22627,132517.3668947,0.0
